application;project;bug id;count;compile;execution;sum;fileGenerated;container
Jaguar2;Math;104;3;45008;45008;45008;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;4;46832;46832;46832;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;5;44669;44669;44669;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;6;45978;45978;45978;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;7;40561;40561;40561;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;8;41260;41260;41260;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;9;35303;35303;35303;true;lab_math104jaguar2_20230131025759
Jaguar2;Math;104;10;37430;37430;37430;true;lab_math104jaguar2_20230131025759
Jaguar;Math;104;1;10005;48481;58486;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;2;10343;46863;57206;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;3;10717;46189;56906;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;4;11147;46184;57331;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;5;10039;46512;56551;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;6;10006;46352;56358;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;7;9869;47841;57710;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;8;9982;45722;55704;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;9;9948;47397;57345;true;lab_math104jaguar_20230131002259
Jaguar;Math;104;10;9825;44538;54363;true;lab_math104jaguar_20230131002259
Verify;Math;104;1;39493;0;39493;true;lab_math104verify_20230204003219
Verify;Math;104;2;33943;0;33943;true;lab_math104verify_20230204003219
Verify;Math;104;3;26442;0;26442;true;lab_math104verify_20230204003219
Verify;Math;104;4;26006;0;26006;true;lab_math104verify_20230204003219
Verify;Math;104;5;23611;0;23611;true;lab_math104verify_20230204003219
Verify;Math;104;6;26214;0;26214;true;lab_math104verify_20230204003219
Verify;Math;104;7;37148;0;37148;true;lab_math104verify_20230204003219
Verify;Math;104;8;28478;0;28478;true;lab_math104verify_20230204003219
Verify;Math;104;9;27933;0;27933;true;lab_math104verify_20230204003219
Verify;Math;104;10;24342;0;24342;true;lab_math104verify_20230204003219
Verify;Math;104;1;33077;0;33077;true;lab_math104verify_20230209222349
Verify;Math;104;2;37094;0;37094;true;lab_math104verify_20230209222349
Verify;Math;104;3;27883;0;27883;true;lab_math104verify_20230209222349
Verify;Math;104;4;23647;0;23647;true;lab_math104verify_20230209222349
Verify;Math;104;5;22997;0;22997;true;lab_math104verify_20230209222349
Verify;Math;104;6;21862;0;21862;true;lab_math104verify_20230209222349
Verify;Math;104;7;38324;0;38324;true;lab_math104verify_20230209222349
Verify;Math;104;8;29225;0;29225;true;lab_math104verify_20230209222349
Verify;Math;104;9;22688;0;22688;true;lab_math104verify_20230209222349
Verify;Math;104;10;21927;0;21927;true;lab_math104verify_20230209222349
Flacoco;Time;1;1;22541;272781;295322;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;2;25948;278437;304385;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;3;22450;292792;315242;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;4;21901;288961;310862;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;5;20837;255461;276298;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;6;22153;269797;291950;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;7;22199;265573;287772;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;8;22257;261098;283355;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;9;21680;256821;278501;true;lab_time1flacoco_20230131012037
Flacoco;Time;1;10;21001;258165;279166;true;lab_time1flacoco_20230131012037
GZoltarCLI;Time;1;1;26122;320316;346438;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;2;24846;337799;362645;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;3;29672;365145;394817;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;4;25860;372405;398265;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;5;25652;389835;415487;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;6;26430;439368;465798;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;7;25577;491408;516985;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;8;34563;513077;547640;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;9;26069;553528;579597;true;lab_time1gzoltarcli_20230131020904
GZoltarCLI;Time;1;10;28508;583730;612238;true;lab_time1gzoltarcli_20230131020904
GZoltarMaven;Time;1;1;41080;4641;45721;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;2;45551;3814;49365;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;3;41849;4739;46588;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;4;41613;4085;45698;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;5;41798;4597;46395;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;6;42063;3776;45839;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;7;40885;4423;45308;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;8;42061;3812;45873;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;9;42527;4183;46710;false;lab_time1gzoltarmaven_20230131040142
GZoltarMaven;Time;1;10;41300;5036;46336;false;lab_time1gzoltarmaven_20230131040142
Jaguar2;Time;1;1;99954;99954;99954;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;2;99292;99292;99292;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;3;100584;100584;100584;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;4;103914;103914;103914;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;5;102064;102064;102064;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;6;96917;96917;96917;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;7;99154;99154;99154;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;8;104092;104092;104092;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;9;110868;110868;110868;true;lab_time1jaguar2_20230131030449
Jaguar2;Time;1;10;101272;101272;101272;true;lab_time1jaguar2_20230131030449
Jaguar;Time;1;1;24089;2848;26937;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;2;25175;2108;27283;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;3;23832;2041;25873;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;4;24437;1967;26404;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;5;24380;2214;26594;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;6;23193;2093;25286;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;7;22988;2048;25036;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;8;24440;2524;26964;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;9;24266;2174;26440;false;lab_time1jaguar_20230131002641
Jaguar;Time;1;10;25044;2843;27887;false;lab_time1jaguar_20230131002641
Verify;Time;1;1;53410;0;53410;true;lab_time1verify_20230204003805
Verify;Time;1;2;28436;0;28436;true;lab_time1verify_20230204003805
Verify;Time;1;3;37275;0;37275;true;lab_time1verify_20230204003805
Verify;Time;1;4;43065;0;43065;true;lab_time1verify_20230204003805
Verify;Time;1;5;41190;0;41190;true;lab_time1verify_20230204003805
Verify;Time;1;6;50385;0;50385;true;lab_time1verify_20230204003805
Verify;Time;1;7;33748;0;33748;true;lab_time1verify_20230204003805
Verify;Time;1;8;28186;0;28186;true;lab_time1verify_20230204003805
Verify;Time;1;9;41711;0;41711;true;lab_time1verify_20230204003805
Verify;Time;1;10;46266;0;46266;true;lab_time1verify_20230204003805
Verify;Time;1;1;47036;0;47036;true;lab_time1verify_20230209222738
Verify;Time;1;2;31072;0;31072;true;lab_time1verify_20230209222738
Verify;Time;1;3;34602;0;34602;true;lab_time1verify_20230209222738
Verify;Time;1;4;37795;0;37795;true;lab_time1verify_20230209222738
Verify;Time;1;5;41854;0;41854;true;lab_time1verify_20230209222738
Verify;Time;1;6;44276;0;44276;true;lab_time1verify_20230209222738
Verify;Time;1;7;30163;0;30163;true;lab_time1verify_20230209222738
Verify;Time;1;8;30637;0;30637;true;lab_time1verify_20230209222738
Verify;Time;1;9;34987;0;34987;true;lab_time1verify_20230209222738
Verify;Time;1;10;38597;0;38597;true;lab_time1verify_20230209222738
